Resistance,Thumb,Index,Middle,Ring,Pinky,,,,,,
Straight resistance,143204.625,55087.67969,50916.53125,54617.53125,147378.5938,,,,,,
Bend resistance,309419.25,136426.375,105947.0859,122952.75,334740.3125,,,,,,
Time to read data,,,,,,,,,,,
Label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
Recording starts in 2s,,,,,,,,,,,
A,19,23,34,27,11,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,25,34,30,10,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,25,36,29,11,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,24,34,30,11,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,26,33,27,9,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,18,24,33,29,11,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,25,34,26,11,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,23,34,29,10,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,26,34,28,10,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
A,19,25,30,28,9,-3.907479,7.082755,4.881359,0.058643,-0.017104,0.097738
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,20,26,34,30,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,21,25,34,27,10,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,20,24,33,25,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,21,24,34,29,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,20,25,35,29,9,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,21,26,34,29,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,21,24,34,29,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,21,24,34,30,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,19,24,31,28,8,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
A,20,25,34,27,11,-4.7342,7.586444,6.972685,1.739744,0.634078,0.944398
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,21,21,31,27,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,20,21,30,25,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,19,20,30,26,10,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,20,20,30,26,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,19,20,28,26,7,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,20,19,30,26,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,19,19,30,27,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,19,20,31,27,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,19,21,30,25,7,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
A,20,20,30,23,9,-1.024128,6.927222,5.523831,0.691499,0.902859,-0.498466
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,19,19,29,25,8,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,20,28,24,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,21,30,25,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,19,27,24,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,20,30,26,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,19,30,25,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,18,30,25,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,19,30,26,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,19,31,25,10,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
A,19,18,30,27,9,3.402594,8.660821,6.093323,-0.999376,0.955393,-0.217468
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,18,20,29,24,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,19,28,25,10,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,20,28,26,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,21,26,25,8,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,21,28,24,10,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,21,28,25,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,19,30,25,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,21,28,24,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,20,30,23,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
A,18,20,29,22,9,-0.297906,6.6341,7.13779,0.026878,-0.13439,-0.001222
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,23,25,37,29,11,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,25,36,29,9,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,25,34,25,11,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,24,34,28,10,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,25,36,28,8,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,24,34,26,11,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,26,33,29,9,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,25,35,28,9,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,23,25,34,29,10,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
A,22,24,33,28,10,-0.817149,6.033503,6.659225,0.779464,0.326202,-0.375071
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,22,26,36,28,8,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,34,28,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,34,25,11,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,35,28,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,33,24,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,34,28,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,25,34,27,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,31,27,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,25,34,28,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
A,22,24,32,28,9,-0.482154,7.77787,6.122036,-0.288328,-0.00733,0.069639
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,21,24,34,28,11,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,24,31,28,8,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,24,34,28,10,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,24,36,28,10,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,25,33,28,9,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,25,34,28,11,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,25,34,25,9,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,24,34,28,11,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,25,36,25,9,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
A,22,24,31,27,9,-0.120838,6.763313,6.668797,-0.076969,0.045204,0.07086
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,22,25,33,27,11,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,21,24,34,28,9,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,34,27,8,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,34,28,8,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,33,29,9,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,34,28,8,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,34,29,9,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,34,27,9,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,23,34,27,9,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
A,22,25,31,27,10,-1.37348,7.890333,5.420939,0.010996,-0.029322,-0.010996
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,19,24,36,27,8,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,20,23,36,26,9,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,20,24,36,27,9,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,20,24,33,27,11,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,20,24,34,29,9,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,20,23,35,27,7,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,20,23,33,29,9,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,21,23,36,26,8,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,21,24,34,24,9,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
A,21,23,33,25,9,-2.764907,8.196614,2.902494,0.265115,0.106291,0.065973
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,4,14,25,18,8,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,1,14,24,17,9,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,15,14,25,21,9,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,23,17,27,21,8,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,21,16,28,22,8,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,21,17,26,22,9,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,19,15,28,22,8,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,12,14,27,21,8,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,3,14,24,19,8,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
A,2,14,21,18,6,-2.883351,7.299305,3.681358,0.67073,0.493579,0.248011
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,3,11,21,17,7,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,3,13,21,17,7,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,3,10,21,14,7,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,3,12,21,14,7,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,2,12,22,16,7,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,2,12,19,16,8,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,2,12,21,16,5,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,2,11,19,16,6,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,4,12,22,16,8,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
A,5,10,21,14,7,1.015753,6.878169,8.562716,0.171042,0.351858,-0.062308
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,2,13,24,16,5,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,2,12,21,14,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,13,22,16,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,12,22,14,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,2,12,24,17,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,12,22,17,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,12,23,14,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,13,21,17,6,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,12,19,17,8,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
A,1,12,22,17,7,-0.71665,6.702296,6.032306,-0.084299,-0.067195,0.207694
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,5,13,22,17,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,5,13,22,17,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,5,13,22,18,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,4,13,21,18,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,4,12,22,18,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,4,12,23,17,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,5,13,22,17,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,3,13,22,16,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,3,13,22,17,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
A,4,13,21,16,7,-1.590031,7.563713,5.718847,-0.006109,0.030543,-0.006109
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,1,12,24,17,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,13,23,14,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,12,23,17,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,11,22,16,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,12,22,17,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,13,22,15,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,13,20,16,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,12,21,16,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,2,14,22,17,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
A,1,12,21,16,7,-3.18365,7.532606,5.038088,-0.018326,-0.036652,-0.025656
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,3,13,22,17,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,12,22,16,6,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,13,24,17,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,13,23,17,8,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,13,22,16,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,2,13,24,17,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,11,23,17,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,13,24,15,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,13,20,16,7,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
A,3,13,24,17,8,-2.118845,7.550552,5.614758,-0.019548,-0.010996,0.031765
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,4,12,23,18,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,11,22,17,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,12,22,16,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,12,21,15,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,11,22,16,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,13,24,17,8,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,13,22,14,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,13,24,17,8,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,3,13,23,17,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
A,2,14,22,17,7,-1.325624,7.509874,5.87438,0.006109,-0.013439,-0.004887
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,25,14,24,20,8,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,23,12,23,15,8,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,10,11,20,16,8,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,1,9,19,13,8,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,3,8,17,14,8,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,4,10,17,13,6,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,4,10,17,13,7,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,4,10,17,14,7,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,4,9,15,13,8,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
A,3,9,19,13,7,-0.37328,7.707282,5.466404,-0.152716,-0.124617,0.188146
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,5,14,24,19,8,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,16,24,20,9,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,16,24,20,9,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,14,25,18,9,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,15,23,19,10,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,14,22,18,9,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,15,22,19,7,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,4,14,26,18,10,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,4,16,23,16,9,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
A,5,14,23,19,10,7.012167,8.615358,2.422733,0.270002,-0.020769,0.398284
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,4,14,24,19,9,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,15,26,17,9,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,16,24,18,7,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,13,24,18,7,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,3,14,23,20,9,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,14,23,19,10,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,15,25,19,10,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,15,24,20,9,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,14,23,18,9,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
A,4,16,24,18,10,2.135594,9.048459,4.413561,0.102625,-0.036652,0.135612
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,4,15,23,16,9,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,15,25,17,9,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,3,14,21,18,8,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,15,26,19,10,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,14,26,19,10,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,15,26,18,9,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,14,26,17,9,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,14,26,19,9,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,16,22,18,10,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
A,4,13,24,20,8,1.307678,9.108279,2.991028,-0.061087,-0.074526,-0.018326
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,4,14,26,19,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,4,14,26,19,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,3,13,23,20,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,4,16,24,18,7,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,4,14,26,19,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,5,13,24,20,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,5,14,26,19,10,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,4,16,25,18,8,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,5,15,23,16,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
A,4,15,25,19,9,1.288535,9.102298,3.272185,-0.008552,0.012217,0.024435
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,6,16,23,18,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,5,14,23,17,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,6,15,23,18,7,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,8,15,23,20,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,7,14,23,18,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,7,14,24,18,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,5,14,26,18,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,7,14,24,16,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,6,16,25,18,9,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
A,6,15,24,18,8,0.629312,7.948956,4.246064,-0.030543,0.775799,-0.660956
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,5,14,26,19,11,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,15,23,18,9,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,6,14,23,20,9,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,15,25,19,9,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,14,24,19,7,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,14,25,19,9,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,14,24,19,10,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,15,23,16,10,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,15,25,18,9,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
A,5,14,24,17,7,1.501496,8.047063,3.710072,0.189368,-0.227242,0.227242
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,5,12,24,17,9,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,24,18,8,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,25,18,8,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,26,18,10,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,22,18,8,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,6,13,25,18,9,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,24,18,9,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,26,18,8,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,14,22,18,7,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
A,5,13,24,19,9,-0.465404,7.006185,6.872187,0.25412,-0.171042,0.240681
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,6,13,24,18,11,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,6,12,23,19,10,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,7,13,26,17,11,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,7,15,23,18,11,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,10,13,24,20,10,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,8,13,24,20,10,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,9,14,22,18,8,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,9,14,22,18,8,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,9,14,23,18,10,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
A,9,14,23,17,10,-2.977868,4.748557,7.781459,-0.010996,-0.074526,0.047647
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,13,14,24,17,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,22,18,9,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,23,18,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,24,20,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,26,18,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,26,16,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,14,14,23,20,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,24,16,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,12,14,24,17,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
A,13,14,24,16,11,-3.097509,4.281956,7.972885,-0.152716,0.080634,-0.039095
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,12,15,24,17,11,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,14,22,18,11,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,11,14,23,17,12,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,15,25,20,11,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,14,26,15,11,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,14,23,18,10,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,14,26,18,12,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,15,24,18,11,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
